"";"LETO";"STATISTICNA_REGIJA";"SPOL";"STAROST";"PLACE"
"2437";2008;"Gorenjska";"Skupaj";"Skupaj";1442
"2438";2008;"Gorenjska";"Skupaj";"15-64";1439
"2439";2008;"Gorenjska";"Skupaj";"15-24";934
"2440";2008;"Gorenjska";"Skupaj";"25-34";1282
"2441";2008;"Gorenjska";"Skupaj";"35-44";1499
"2442";2008;"Gorenjska";"Skupaj";"45-54";1491
"2443";2008;"Gorenjska";"Skupaj";"55-64";1761
"2444";2009;"Gorenjska";"Skupaj";"Skupaj";1473
"2445";2009;"Gorenjska";"Skupaj";"15-64";1471
"2446";2009;"Gorenjska";"Skupaj";"15-24";932
"2447";2009;"Gorenjska";"Skupaj";"25-34";1293
"2448";2009;"Gorenjska";"Skupaj";"35-44";1541
"2449";2009;"Gorenjska";"Skupaj";"45-54";1532
"2450";2009;"Gorenjska";"Skupaj";"55-64";1792
"2451";2010;"Gorenjska";"Skupaj";"Skupaj";1536
"2452";2010;"Gorenjska";"Skupaj";"15-64";1534
"2453";2010;"Gorenjska";"Skupaj";"15-24";987
"2454";2010;"Gorenjska";"Skupaj";"25-34";1347
"2455";2010;"Gorenjska";"Skupaj";"35-44";1602
"2456";2010;"Gorenjska";"Skupaj";"45-54";1595
"2457";2010;"Gorenjska";"Skupaj";"55-64";1870
"2458";2011;"Gorenjska";"Skupaj";"Skupaj";1578
"2459";2011;"Gorenjska";"Skupaj";"15-64";1575
"2460";2011;"Gorenjska";"Skupaj";"15-24";1038
"2461";2011;"Gorenjska";"Skupaj";"25-34";1372
"2462";2011;"Gorenjska";"Skupaj";"35-44";1637
"2463";2011;"Gorenjska";"Skupaj";"45-54";1637
"2464";2011;"Gorenjska";"Skupaj";"55-64";1893
"2465";2012;"Gorenjska";"Skupaj";"Skupaj";1602
"2466";2012;"Gorenjska";"Skupaj";"15-64";1599
"2467";2012;"Gorenjska";"Skupaj";"15-24";1047
"2468";2012;"Gorenjska";"Skupaj";"25-34";1386
"2469";2012;"Gorenjska";"Skupaj";"35-44";1669
"2470";2012;"Gorenjska";"Skupaj";"45-54";1650
"2471";2012;"Gorenjska";"Skupaj";"55-64";1919
"2472";2013;"Gorenjska";"Skupaj";"Skupaj";1597
"2473";2013;"Gorenjska";"Skupaj";"15-64";1596
"2474";2013;"Gorenjska";"Skupaj";"15-24";1059
"2475";2013;"Gorenjska";"Skupaj";"25-34";1371
"2476";2013;"Gorenjska";"Skupaj";"35-44";1659
"2477";2013;"Gorenjska";"Skupaj";"45-54";1647
"2478";2013;"Gorenjska";"Skupaj";"55-64";1861
"2479";2014;"Gorenjska";"Skupaj";"Skupaj";1637
"2480";2014;"Gorenjska";"Skupaj";"15-64";1636
"2481";2014;"Gorenjska";"Skupaj";"15-24";1105
"2482";2014;"Gorenjska";"Skupaj";"25-34";1390
"2483";2014;"Gorenjska";"Skupaj";"35-44";1694
"2484";2014;"Gorenjska";"Skupaj";"45-54";1697
"2485";2014;"Gorenjska";"Skupaj";"55-64";1852
"2486";2015;"Gorenjska";"Skupaj";"Skupaj";1657
"2487";2015;"Gorenjska";"Skupaj";"15-64";1655
"2488";2015;"Gorenjska";"Skupaj";"15-24";1118
"2489";2015;"Gorenjska";"Skupaj";"25-34";1394
"2490";2015;"Gorenjska";"Skupaj";"35-44";1707
"2491";2015;"Gorenjska";"Skupaj";"45-54";1722
"2492";2015;"Gorenjska";"Skupaj";"55-64";1861
"2493";2016;"Gorenjska";"Skupaj";"Skupaj";1702
"2494";2016;"Gorenjska";"Skupaj";"15-64";1700
"2495";2016;"Gorenjska";"Skupaj";"15-24";1147
"2496";2016;"Gorenjska";"Skupaj";"25-34";1411
"2497";2016;"Gorenjska";"Skupaj";"35-44";1750
"2498";2016;"Gorenjska";"Skupaj";"45-54";1783
"2499";2016;"Gorenjska";"Skupaj";"55-64";1893
"2500";2017;"Gorenjska";"Skupaj";"Skupaj";1740
"2501";2017;"Gorenjska";"Skupaj";"15-64";1736
"2502";2017;"Gorenjska";"Skupaj";"15-24";1180
"2503";2017;"Gorenjska";"Skupaj";"25-34";1453
"2504";2017;"Gorenjska";"Skupaj";"35-44";1773
"2505";2017;"Gorenjska";"Skupaj";"45-54";1833
"2506";2017;"Gorenjska";"Skupaj";"55-64";1901
"2507";2018;"Gorenjska";"Skupaj";"Skupaj";1802
"2508";2018;"Gorenjska";"Skupaj";"15-64";1799
"2509";2018;"Gorenjska";"Skupaj";"15-24";1228
"2510";2018;"Gorenjska";"Skupaj";"25-34";1525
"2511";2018;"Gorenjska";"Skupaj";"35-44";1837
"2512";2018;"Gorenjska";"Skupaj";"45-54";1907
"2513";2018;"Gorenjska";"Skupaj";"55-64";1936
"2514";2019;"Gorenjska";"Skupaj";"Skupaj";1863
"2515";2019;"Gorenjska";"Skupaj";"15-64";1860
"2516";2019;"Gorenjska";"Skupaj";"15-24";1270
"2517";2019;"Gorenjska";"Skupaj";"25-34";1576
"2518";2019;"Gorenjska";"Skupaj";"35-44";1886
"2519";2019;"Gorenjska";"Skupaj";"45-54";1992
"2520";2019;"Gorenjska";"Skupaj";"55-64";2009
"2521";2008;"Primorsko-notranjska";"moški";"Skupaj";1356
"2522";2008;"Primorsko-notranjska";"moški";"15-64";1353
"2523";2008;"Primorsko-notranjska";"moški";"15-24";885
"2524";2008;"Primorsko-notranjska";"moški";"25-34";1218
"2525";2008;"Primorsko-notranjska";"moški";"35-44";1399
"2526";2008;"Primorsko-notranjska";"moški";"45-54";1437
"2527";2008;"Primorsko-notranjska";"moški";"55-64";1590
"2528";2009;"Primorsko-notranjska";"moški";"Skupaj";1377
"2529";2009;"Primorsko-notranjska";"moški";"15-64";1373
"2530";2009;"Primorsko-notranjska";"moški";"15-24";880
"2531";2009;"Primorsko-notranjska";"moški";"25-34";1238
"2532";2009;"Primorsko-notranjska";"moški";"35-44";1434
"2533";2009;"Primorsko-notranjska";"moški";"45-54";1451
"2534";2009;"Primorsko-notranjska";"moški";"55-64";1635
"2535";2010;"Primorsko-notranjska";"moški";"Skupaj";1416
"2536";2010;"Primorsko-notranjska";"moški";"15-64";1413
"2537";2010;"Primorsko-notranjska";"moški";"15-24";946
"2538";2010;"Primorsko-notranjska";"moški";"25-34";1273
"2539";2010;"Primorsko-notranjska";"moški";"35-44";1471
"2540";2010;"Primorsko-notranjska";"moški";"45-54";1481
"2541";2010;"Primorsko-notranjska";"moški";"55-64";1665
"2542";2011;"Primorsko-notranjska";"moški";"Skupaj";1472
"2543";2011;"Primorsko-notranjska";"moški";"15-64";1468
"2544";2011;"Primorsko-notranjska";"moški";"15-24";996
"2545";2011;"Primorsko-notranjska";"moški";"25-34";1306
"2546";2011;"Primorsko-notranjska";"moški";"35-44";1517
"2547";2011;"Primorsko-notranjska";"moški";"45-54";1549
"2548";2011;"Primorsko-notranjska";"moški";"55-64";1751
"2549";2012;"Primorsko-notranjska";"moški";"Skupaj";1501
"2550";2012;"Primorsko-notranjska";"moški";"15-64";1497
"2551";2012;"Primorsko-notranjska";"moški";"15-24";1043
"2552";2012;"Primorsko-notranjska";"moški";"25-34";1317
"2553";2012;"Primorsko-notranjska";"moški";"35-44";1557
"2554";2012;"Primorsko-notranjska";"moški";"45-54";1585
"2555";2012;"Primorsko-notranjska";"moški";"55-64";1744
"2556";2013;"Primorsko-notranjska";"moški";"Skupaj";1503
"2557";2013;"Primorsko-notranjska";"moški";"15-64";1497
"2558";2013;"Primorsko-notranjska";"moški";"15-24";1043
"2559";2013;"Primorsko-notranjska";"moški";"25-34";1325
"2560";2013;"Primorsko-notranjska";"moški";"35-44";1554
"2561";2013;"Primorsko-notranjska";"moški";"45-54";1561
"2562";2013;"Primorsko-notranjska";"moški";"55-64";1729
"2563";2014;"Primorsko-notranjska";"moški";"Skupaj";1550
"2564";2014;"Primorsko-notranjska";"moški";"15-64";1546
"2565";2014;"Primorsko-notranjska";"moški";"15-24";1042
"2566";2014;"Primorsko-notranjska";"moški";"25-34";1355
"2567";2014;"Primorsko-notranjska";"moški";"35-44";1588
"2568";2014;"Primorsko-notranjska";"moški";"45-54";1619
"2569";2014;"Primorsko-notranjska";"moški";"55-64";1784
"2570";2015;"Primorsko-notranjska";"moški";"Skupaj";1578
"2571";2015;"Primorsko-notranjska";"moški";"15-64";NA
"2572";2015;"Primorsko-notranjska";"moški";"15-24";NA
"2573";2015;"Primorsko-notranjska";"moški";"25-34";1379
"2574";2015;"Primorsko-notranjska";"moški";"35-44";1642
"2575";2015;"Primorsko-notranjska";"moški";"45-54";1635
"2576";2015;"Primorsko-notranjska";"moški";"55-64";1799
"2577";2016;"Primorsko-notranjska";"moški";"Skupaj";1612
"2578";2016;"Primorsko-notranjska";"moški";"15-64";NA
"2579";2016;"Primorsko-notranjska";"moški";"15-24";NA
"2580";2016;"Primorsko-notranjska";"moški";"25-34";1395
"2581";2016;"Primorsko-notranjska";"moški";"35-44";1664
"2582";2016;"Primorsko-notranjska";"moški";"45-54";1699
"2583";2016;"Primorsko-notranjska";"moški";"55-64";1781
"2584";2017;"Primorsko-notranjska";"moški";"Skupaj";1656
"2585";2017;"Primorsko-notranjska";"moški";"15-64";NA
"2586";2017;"Primorsko-notranjska";"moški";"15-24";NA
"2587";2017;"Primorsko-notranjska";"moški";"25-34";1435
"2588";2017;"Primorsko-notranjska";"moški";"35-44";1702
"2589";2017;"Primorsko-notranjska";"moški";"45-54";1751
"2590";2017;"Primorsko-notranjska";"moški";"55-64";1792
"2591";2018;"Primorsko-notranjska";"moški";"Skupaj";1724
"2592";2018;"Primorsko-notranjska";"moški";"15-64";NA
"2593";2018;"Primorsko-notranjska";"moški";"15-24";NA
"2594";2018;"Primorsko-notranjska";"moški";"25-34";1505
"2595";2018;"Primorsko-notranjska";"moški";"35-44";1780
"2596";2018;"Primorsko-notranjska";"moški";"45-54";1824
"2597";2018;"Primorsko-notranjska";"moški";"55-64";1815
"2598";2019;"Primorsko-notranjska";"moški";"Skupaj";1776
"2599";2019;"Primorsko-notranjska";"moški";"15-64";NA
"2600";2019;"Primorsko-notranjska";"moški";"15-24";1273
"2601";2019;"Primorsko-notranjska";"moški";"25-34";1568
"2602";2019;"Primorsko-notranjska";"moški";"35-44";1815
"2603";2019;"Primorsko-notranjska";"moški";"45-54";NA
"2604";2019;"Primorsko-notranjska";"moški";"55-64";1851
"2605";2008;"Primorsko-notranjska";"ženske";"Skupaj";1253
"2606";2008;"Primorsko-notranjska";"ženske";"15-64";1253
"2607";2008;"Primorsko-notranjska";"ženske";"15-24";834
"2608";2008;"Primorsko-notranjska";"ženske";"25-34";1156
"2609";2008;"Primorsko-notranjska";"ženske";"35-44";1238
"2610";2008;"Primorsko-notranjska";"ženske";"45-54";1317
"2611";2008;"Primorsko-notranjska";"ženske";"55-64";1656
"2612";2009;"Primorsko-notranjska";"ženske";"Skupaj";1342
"2613";2009;"Primorsko-notranjska";"ženske";"15-64";1342
"2614";2009;"Primorsko-notranjska";"ženske";"15-24";856
"2615";2009;"Primorsko-notranjska";"ženske";"25-34";1218
"2616";2009;"Primorsko-notranjska";"ženske";"35-44";1342
"2617";2009;"Primorsko-notranjska";"ženske";"45-54";1416
"2618";2009;"Primorsko-notranjska";"ženske";"55-64";1701
"2619";2010;"Primorsko-notranjska";"ženske";"Skupaj";1372
"2620";2010;"Primorsko-notranjska";"ženske";"15-64";1372
"2621";2010;"Primorsko-notranjska";"ženske";"15-24";950
"2622";2010;"Primorsko-notranjska";"ženske";"25-34";1244
"2623";2010;"Primorsko-notranjska";"ženske";"35-44";1353
"2624";2010;"Primorsko-notranjska";"ženske";"45-54";1444
"2625";2010;"Primorsko-notranjska";"ženske";"55-64";1718
"2626";2011;"Primorsko-notranjska";"ženske";"Skupaj";1420
"2627";2011;"Primorsko-notranjska";"ženske";"15-64";1420
"2628";2011;"Primorsko-notranjska";"ženske";"15-24";986
"2629";2011;"Primorsko-notranjska";"ženske";"25-34";1286
"2630";2011;"Primorsko-notranjska";"ženske";"35-44";1394
"2631";2011;"Primorsko-notranjska";"ženske";"45-54";1480
"2632";2011;"Primorsko-notranjska";"ženske";"55-64";1768
"2633";2012;"Primorsko-notranjska";"ženske";"Skupaj";1442
"2634";2012;"Primorsko-notranjska";"ženske";"15-64";1442
"2635";2012;"Primorsko-notranjska";"ženske";"15-24";1016
"2636";2012;"Primorsko-notranjska";"ženske";"25-34";1281
"2637";2012;"Primorsko-notranjska";"ženske";"35-44";1435
"2638";2012;"Primorsko-notranjska";"ženske";"45-54";1492
"2639";2012;"Primorsko-notranjska";"ženske";"55-64";1787
"2640";2013;"Primorsko-notranjska";"ženske";"Skupaj";1441
"2641";2013;"Primorsko-notranjska";"ženske";"15-64";1441
"2642";2013;"Primorsko-notranjska";"ženske";"15-24";934
"2643";2013;"Primorsko-notranjska";"ženske";"25-34";1265
"2644";2013;"Primorsko-notranjska";"ženske";"35-44";1440
"2645";2013;"Primorsko-notranjska";"ženske";"45-54";1489
"2646";2013;"Primorsko-notranjska";"ženske";"55-64";1704
"2647";2014;"Primorsko-notranjska";"ženske";"Skupaj";1468
"2648";2014;"Primorsko-notranjska";"ženske";"15-64";1467
"2649";2014;"Primorsko-notranjska";"ženske";"15-24";979
"2650";2014;"Primorsko-notranjska";"ženske";"25-34";1269
"2651";2014;"Primorsko-notranjska";"ženske";"35-44";1476
"2652";2014;"Primorsko-notranjska";"ženske";"45-54";1499
"2653";2014;"Primorsko-notranjska";"ženske";"55-64";1702
"2654";2015;"Primorsko-notranjska";"ženske";"Skupaj";1477
"2655";2015;"Primorsko-notranjska";"ženske";"15-64";NA
"2656";2015;"Primorsko-notranjska";"ženske";"15-24";NA
"2657";2015;"Primorsko-notranjska";"ženske";"25-34";1262
"2658";2015;"Primorsko-notranjska";"ženske";"35-44";1489
"2659";2015;"Primorsko-notranjska";"ženske";"45-54";1516
"2660";2015;"Primorsko-notranjska";"ženske";"55-64";1671
"2661";2016;"Primorsko-notranjska";"ženske";"Skupaj";1519
"2662";2016;"Primorsko-notranjska";"ženske";"15-64";NA
"2663";2016;"Primorsko-notranjska";"ženske";"15-24";NA
"2664";2016;"Primorsko-notranjska";"ženske";"25-34";1288
"2665";2016;"Primorsko-notranjska";"ženske";"35-44";1530
"2666";2016;"Primorsko-notranjska";"ženske";"45-54";1543
"2667";2016;"Primorsko-notranjska";"ženske";"55-64";1739
"2668";2017;"Primorsko-notranjska";"ženske";"Skupaj";1557
"2669";2017;"Primorsko-notranjska";"ženske";"15-64";NA
"2670";2017;"Primorsko-notranjska";"ženske";"15-24";NA
"2671";2017;"Primorsko-notranjska";"ženske";"25-34";1328
"2672";2017;"Primorsko-notranjska";"ženske";"35-44";1571
"2673";2017;"Primorsko-notranjska";"ženske";"45-54";1568
"2674";2017;"Primorsko-notranjska";"ženske";"55-64";1783
"2675";2018;"Primorsko-notranjska";"ženske";"Skupaj";1595
"2676";2018;"Primorsko-notranjska";"ženske";"15-64";NA
"2677";2018;"Primorsko-notranjska";"ženske";"15-24";NA
"2678";2018;"Primorsko-notranjska";"ženske";"25-34";1362
"2679";2018;"Primorsko-notranjska";"ženske";"35-44";1619
"2680";2018;"Primorsko-notranjska";"ženske";"45-54";1603
"2681";2018;"Primorsko-notranjska";"ženske";"55-64";1797
"2682";2019;"Primorsko-notranjska";"ženske";"Skupaj";1674
"2683";2019;"Primorsko-notranjska";"ženske";"15-64";NA
"2684";2019;"Primorsko-notranjska";"ženske";"15-24";1104
"2685";2019;"Primorsko-notranjska";"ženske";"25-34";1408
"2686";2019;"Primorsko-notranjska";"ženske";"35-44";1696
"2687";2019;"Primorsko-notranjska";"ženske";"45-54";NA
"2688";2019;"Primorsko-notranjska";"ženske";"55-64";1859
"2689";2008;"Primorsko-notranjska";"Skupaj";"Skupaj";1313
"2690";2008;"Primorsko-notranjska";"Skupaj";"15-64";1311
"2691";2008;"Primorsko-notranjska";"Skupaj";"15-24";872
"2692";2008;"Primorsko-notranjska";"Skupaj";"25-34";1193
"2693";2008;"Primorsko-notranjska";"Skupaj";"35-44";1326
"2694";2008;"Primorsko-notranjska";"Skupaj";"45-54";1381
"2695";2008;"Primorsko-notranjska";"Skupaj";"55-64";1606
"2696";2009;"Primorsko-notranjska";"Skupaj";"Skupaj";1362
"2697";2009;"Primorsko-notranjska";"Skupaj";"15-64";1360
"2698";2009;"Primorsko-notranjska";"Skupaj";"15-24";874
"2699";2009;"Primorsko-notranjska";"Skupaj";"25-34";1230
"2700";2009;"Primorsko-notranjska";"Skupaj";"35-44";1393
"2701";2009;"Primorsko-notranjska";"Skupaj";"45-54";1434
"2702";2009;"Primorsko-notranjska";"Skupaj";"55-64";1653
"2703";2010;"Primorsko-notranjska";"Skupaj";"Skupaj";1398
"2704";2010;"Primorsko-notranjska";"Skupaj";"15-64";1396
"2705";2010;"Primorsko-notranjska";"Skupaj";"15-24";947
"2706";2010;"Primorsko-notranjska";"Skupaj";"25-34";1262
"2707";2010;"Primorsko-notranjska";"Skupaj";"35-44";1418
"2708";2010;"Primorsko-notranjska";"Skupaj";"45-54";1464
"2709";2010;"Primorsko-notranjska";"Skupaj";"55-64";1682
"2710";2011;"Primorsko-notranjska";"Skupaj";"Skupaj";1449
"2711";2011;"Primorsko-notranjska";"Skupaj";"15-64";1447
"2712";2011;"Primorsko-notranjska";"Skupaj";"15-24";994
"2713";2011;"Primorsko-notranjska";"Skupaj";"25-34";1298
"2714";2011;"Primorsko-notranjska";"Skupaj";"35-44";1461
"2715";2011;"Primorsko-notranjska";"Skupaj";"45-54";1513
"2716";2011;"Primorsko-notranjska";"Skupaj";"55-64";1757
"2717";2012;"Primorsko-notranjska";"Skupaj";"Skupaj";1476
"2718";2012;"Primorsko-notranjska";"Skupaj";"15-64";1473
"2719";2012;"Primorsko-notranjska";"Skupaj";"15-24";1037
"2720";2012;"Primorsko-notranjska";"Skupaj";"25-34";1304
"2721";2012;"Primorsko-notranjska";"Skupaj";"35-44";1502
"2722";2012;"Primorsko-notranjska";"Skupaj";"45-54";1539
"2723";2012;"Primorsko-notranjska";"Skupaj";"55-64";1760
"2724";2013;"Primorsko-notranjska";"Skupaj";"Skupaj";1476
"2725";2013;"Primorsko-notranjska";"Skupaj";"15-64";1473
"2726";2013;"Primorsko-notranjska";"Skupaj";"15-24";1019
"2727";2013;"Primorsko-notranjska";"Skupaj";"25-34";1304
"2728";2013;"Primorsko-notranjska";"Skupaj";"35-44";1502
"2729";2013;"Primorsko-notranjska";"Skupaj";"45-54";1525
"2730";2013;"Primorsko-notranjska";"Skupaj";"55-64";1719
"2731";2014;"Primorsko-notranjska";"Skupaj";"Skupaj";1514
"2732";2014;"Primorsko-notranjska";"Skupaj";"15-64";1512
"2733";2014;"Primorsko-notranjska";"Skupaj";"15-24";1032
"2734";2014;"Primorsko-notranjska";"Skupaj";"25-34";1324
"2735";2014;"Primorsko-notranjska";"Skupaj";"35-44";1539
"2736";2014;"Primorsko-notranjska";"Skupaj";"45-54";1560
"2737";2014;"Primorsko-notranjska";"Skupaj";"55-64";1750
"2738";2015;"Primorsko-notranjska";"Skupaj";"Skupaj";1534
"2739";2015;"Primorsko-notranjska";"Skupaj";"15-64";1532
"2740";2015;"Primorsko-notranjska";"Skupaj";"15-24";1033
"2741";2015;"Primorsko-notranjska";"Skupaj";"25-34";1338
"2742";2015;"Primorsko-notranjska";"Skupaj";"35-44";1574
"2743";2015;"Primorsko-notranjska";"Skupaj";"45-54";1577
"2744";2015;"Primorsko-notranjska";"Skupaj";"55-64";1742
"2745";2016;"Primorsko-notranjska";"Skupaj";"Skupaj";1571
"2746";2016;"Primorsko-notranjska";"Skupaj";"15-64";1568
"2747";2016;"Primorsko-notranjska";"Skupaj";"15-24";1073
"2748";2016;"Primorsko-notranjska";"Skupaj";"25-34";1357
"2749";2016;"Primorsko-notranjska";"Skupaj";"35-44";1605
"2750";2016;"Primorsko-notranjska";"Skupaj";"45-54";1622
"2751";2016;"Primorsko-notranjska";"Skupaj";"55-64";1761
"2752";2017;"Primorsko-notranjska";"Skupaj";"Skupaj";1613
"2753";2017;"Primorsko-notranjska";"Skupaj";"15-64";1609
"2754";2017;"Primorsko-notranjska";"Skupaj";"15-24";1116
"2755";2017;"Primorsko-notranjska";"Skupaj";"25-34";1396
"2756";2017;"Primorsko-notranjska";"Skupaj";"35-44";1645
"2757";2017;"Primorsko-notranjska";"Skupaj";"45-54";1663
"2758";2017;"Primorsko-notranjska";"Skupaj";"55-64";1788
"2759";2018;"Primorsko-notranjska";"Skupaj";"Skupaj";1667
"2760";2018;"Primorsko-notranjska";"Skupaj";"15-64";1663
"2761";2018;"Primorsko-notranjska";"Skupaj";"15-24";1196
"2762";2018;"Primorsko-notranjska";"Skupaj";"25-34";1452
"2763";2018;"Primorsko-notranjska";"Skupaj";"35-44";1710
"2764";2018;"Primorsko-notranjska";"Skupaj";"45-54";1718
"2765";2018;"Primorsko-notranjska";"Skupaj";"55-64";1806
"2766";2019;"Primorsko-notranjska";"Skupaj";"Skupaj";1733
"2767";2019;"Primorsko-notranjska";"Skupaj";"15-64";1728
"2768";2019;"Primorsko-notranjska";"Skupaj";"15-24";1235
"2769";2019;"Primorsko-notranjska";"Skupaj";"25-34";1509
"2770";2019;"Primorsko-notranjska";"Skupaj";"35-44";1765
"2771";2019;"Primorsko-notranjska";"Skupaj";"45-54";1806
"2772";2019;"Primorsko-notranjska";"Skupaj";"55-64";1855
"2773";2008;"Goriška";"moški";"Skupaj";1480
"2774";2008;"Goriška";"moški";"15-64";1478
"2775";2008;"Goriška";"moški";"15-24";898
"2776";2008;"Goriška";"moški";"25-34";1273
"2777";2008;"Goriška";"moški";"35-44";1533
"2778";2008;"Goriška";"moški";"45-54";1580
"2779";2008;"Goriška";"moški";"55-64";1798
"2780";2009;"Goriška";"moški";"Skupaj";1485
"2781";2009;"Goriška";"moški";"15-64";1482
"2782";2009;"Goriška";"moški";"15-24";873
"2783";2009;"Goriška";"moški";"25-34";1256
"2784";2009;"Goriška";"moški";"35-44";1547
"2785";2009;"Goriška";"moški";"45-54";1580
"2786";2009;"Goriška";"moški";"55-64";1834
"2787";2010;"Goriška";"moški";"Skupaj";1546
"2788";2010;"Goriška";"moški";"15-64";1544
"2789";2010;"Goriška";"moški";"15-24";946
"2790";2010;"Goriška";"moški";"25-34";1309
"2791";2010;"Goriška";"moški";"35-44";1599
"2792";2010;"Goriška";"moški";"45-54";1639
"2793";2010;"Goriška";"moški";"55-64";1914
"2794";2011;"Goriška";"moški";"Skupaj";1593
"2795";2011;"Goriška";"moški";"15-64";1590
"2796";2011;"Goriška";"moški";"15-24";1004
"2797";2011;"Goriška";"moški";"25-34";1325
"2798";2011;"Goriška";"moški";"35-44";1633
"2799";2011;"Goriška";"moški";"45-54";1705
"2800";2011;"Goriška";"moški";"55-64";1952
"2801";2012;"Goriška";"moški";"Skupaj";1596
"2802";2012;"Goriška";"moški";"15-64";1593
"2803";2012;"Goriška";"moški";"15-24";1029
"2804";2012;"Goriška";"moški";"25-34";1335
"2805";2012;"Goriška";"moški";"35-44";1626
"2806";2012;"Goriška";"moški";"45-54";1686
"2807";2012;"Goriška";"moški";"55-64";1964
"2808";2013;"Goriška";"moški";"Skupaj";1579
"2809";2013;"Goriška";"moški";"15-64";1574
"2810";2013;"Goriška";"moški";"15-24";1026
"2811";2013;"Goriška";"moški";"25-34";1340
"2812";2013;"Goriška";"moški";"35-44";1598
"2813";2013;"Goriška";"moški";"45-54";1659
"2814";2013;"Goriška";"moški";"55-64";1878
"2815";2014;"Goriška";"moški";"Skupaj";1623
"2816";2014;"Goriška";"moški";"15-64";1619
"2817";2014;"Goriška";"moški";"15-24";1045
"2818";2014;"Goriška";"moški";"25-34";1354
"2819";2014;"Goriška";"moški";"35-44";1650
"2820";2014;"Goriška";"moški";"45-54";1697
"2821";2014;"Goriška";"moški";"55-64";1917
"2822";2015;"Goriška";"moški";"Skupaj";1630
"2823";2015;"Goriška";"moški";"15-64";NA
"2824";2015;"Goriška";"moški";"15-24";NA
"2825";2015;"Goriška";"moški";"25-34";1363
"2826";2015;"Goriška";"moški";"35-44";1646
"2827";2015;"Goriška";"moški";"45-54";1707
"2828";2015;"Goriška";"moški";"55-64";1909
"2829";2016;"Goriška";"moški";"Skupaj";1675
"2830";2016;"Goriška";"moški";"15-64";NA
"2831";2016;"Goriška";"moški";"15-24";NA
"2832";2016;"Goriška";"moški";"25-34";1393
"2833";2016;"Goriška";"moški";"35-44";1687
"2834";2016;"Goriška";"moški";"45-54";1781
"2835";2016;"Goriška";"moški";"55-64";1917
"2836";2017;"Goriška";"moški";"Skupaj";1705
"2837";2017;"Goriška";"moški";"15-64";1700
"2838";2017;"Goriška";"moški";"15-24";1142
"2839";2017;"Goriška";"moški";"25-34";1424
"2840";2017;"Goriška";"moški";"35-44";1714
"2841";2017;"Goriška";"moški";"45-54";1810
"2842";2017;"Goriška";"moški";"55-64";1926
"2843";2018;"Goriška";"moški";"Skupaj";1757
"2844";2018;"Goriška";"moški";"15-64";1752
"2845";2018;"Goriška";"moški";"15-24";1173
"2846";2018;"Goriška";"moški";"25-34";1476
"2847";2018;"Goriška";"moški";"35-44";1776
"2848";2018;"Goriška";"moški";"45-54";1864
"2849";2018;"Goriška";"moški";"55-64";1965
"2850";2019;"Goriška";"moški";"Skupaj";1809
"2851";2019;"Goriška";"moški";"15-64";1803
"2852";2019;"Goriška";"moški";"15-24";1235
"2853";2019;"Goriška";"moški";"25-34";1529
"2854";2019;"Goriška";"moški";"35-44";1824
"2855";2019;"Goriška";"moški";"45-54";1932
"2856";2019;"Goriška";"moški";"55-64";2014
"2857";2008;"Goriška";"ženske";"Skupaj";1337
"2858";2008;"Goriška";"ženske";"15-64";1336
"2859";2008;"Goriška";"ženske";"15-24";868
"2860";2008;"Goriška";"ženske";"25-34";1201
"2861";2008;"Goriška";"ženske";"35-44";1332
"2862";2008;"Goriška";"ženske";"45-54";1397
"2863";2008;"Goriška";"ženske";"55-64";1769
"2864";2009;"Goriška";"ženske";"Skupaj";1405
"2865";2009;"Goriška";"ženske";"15-64";1404
"2866";2009;"Goriška";"ženske";"15-24";868
"2867";2009;"Goriška";"ženske";"25-34";1235
"2868";2009;"Goriška";"ženske";"35-44";1389
"2869";2009;"Goriška";"ženske";"45-54";1474
"2870";2009;"Goriška";"ženske";"55-64";1941
"2871";2010;"Goriška";"ženske";"Skupaj";1458
"2872";2010;"Goriška";"ženske";"15-64";1457
"2873";2010;"Goriška";"ženske";"15-24";915
"2874";2010;"Goriška";"ženske";"25-34";1254
"2875";2010;"Goriška";"ženske";"35-44";1444
"2876";2010;"Goriška";"ženske";"45-54";1538
"2877";2010;"Goriška";"ženske";"55-64";1972
"2878";2011;"Goriška";"ženske";"Skupaj";1484
"2879";2011;"Goriška";"ženske";"15-64";1484
"2880";2011;"Goriška";"ženske";"15-24";950
"2881";2011;"Goriška";"ženske";"25-34";1273
"2882";2011;"Goriška";"ženske";"35-44";1462
"2883";2011;"Goriška";"ženske";"45-54";1547
"2884";2011;"Goriška";"ženske";"55-64";1959
"2885";2012;"Goriška";"ženske";"Skupaj";1486
"2886";2012;"Goriška";"ženske";"15-64";1485
"2887";2012;"Goriška";"ženske";"15-24";955
"2888";2012;"Goriška";"ženske";"25-34";1258
"2889";2012;"Goriška";"ženske";"35-44";1463
"2890";2012;"Goriška";"ženske";"45-54";1544
"2891";2012;"Goriška";"ženske";"55-64";1943
"2892";2013;"Goriška";"ženske";"Skupaj";1469
"2893";2013;"Goriška";"ženske";"15-64";1468
"2894";2013;"Goriška";"ženske";"15-24";927
"2895";2013;"Goriška";"ženske";"25-34";1243
"2896";2013;"Goriška";"ženske";"35-44";1449
"2897";2013;"Goriška";"ženske";"45-54";1508
